id,banner_five_img,banner_five_url,banner_four_img,banner_four_url,banner_one_img,banner_one_url,banner_six_img,banner_six_url,banner_three_img,banner_three_url,banner_two_img,banner_two_url,category_four_img,category_four_lable,category_four_url,category_one_img,category_one_lable,category_one_url,category_three_img,category_three_lable,category_three_url,category_two_img,category_two_lable,category_two_url,offer_four_img,offer_four_url,offer_one_img,offer_one_url,offer_three_img,offer_three_url,offer_two_img,offer_two_url,slide_one_img,slide_one_url,slide_three_img,slide_three_url,slide_two_img,slide_two_url,updated_date
1,NULL,NULL,offer-news.png,searchByCategory?category=sherwani,topleft.png,productshelf,NULL,NULL,offer-new-mens.png,searchByCategory?category=lungi,topright.png,searchByCategory?category=gowns,saree-offer.png,"Designers Saree",searchByCategory?category=saree,yellow.png,"Salwar Kameez",searchByCategory?category=salwar,kurthi-offer.png,Kurthi,searchByCategory?category=kurthi,paijama.png,Bottoms,searchByCategory?category=bottoms,offerfour.png,searchByCategory?category=salwar,offerone.png,searchByCategory?category=lehenga,offerthree.png,searchByCategory?category=kurthi,offertwo.png,searchByCategory?category=saree,slide1.jpg,searchByCategory?category=Saree,slide3.gif,searchByCategory?category=Saree,slide2.jpg,searchByCategory?category=Lehenga,NULL
